"Year","Season","Stratum","Dist_Mean","Dist_Med","Dist_Q5","Dist_Q95"
1991,"Fall","BOF",55.9178117231194,70.7634961229582,20.2471089413907,124.534397015286
1991,"Fall","Browns",145.876336498404,140.464226086021,37.3687410303928,234.806187275635
1991,"Fall","CapeBreton",624.393170959835,619.778051839126,545.825558107341,719.545723242246
1991,"Fall","CapeCod",177.760453083233,187.262917153339,257.140989484933,134.905632778282
1991,"Fall","EGOM",69.3060206312233,78.3415267640854,120.796557484408,17.5417660012894
1991,"Fall","GBTail",1345.25242959665,1354.6359440052,1198.66894243758,1450.80887145824
1991,"Fall","Georges",31.6719821010929,42.3500034415901,88.7192853183918,99.3229651685306
1991,"Fall","GrandBanks",1117.00756574624,1105.78075826872,1008.71950765329,1221.64869004311
1991,"Fall","Gully",648.361332883181,672.316683108967,520.70984228251,789.791803572013
1991,"Fall","HaliChan",939.440372616241,941.953070762868,852.797072972953,1029.63569024526
